file,publisher,reportDate,fieldworkEnd,sampleSize,includedInCurrentModel,table,page,party,partyId,seats,rawPct,reportedBound,adult_jewish,youth,haredi,arab
n12-midgam-article-fad59e819c9c0a1027.html,חדשות 12,2026-09-22,2026-09-22,501,True,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,קואליציה,,50,,,,,,
n12-midgam-article-fad59e819c9c0a1027.html,חדשות 12,2026-09-22,2026-09-22,501,True,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,אופוזיציה ציונית,,54,,,,,,
n12-midgam-article-fad59e819c9c0a1027.html,חדשות 12,2026-09-22,2026-09-22,501,True,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,מפלגות ערביות,,12,,,,,,
n12-midgam-article-fad59e819c9c0a1027.html,חדשות 12,2026-09-22,2026-09-22,501,True,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,הנדל–זליכה,,4,,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,המנדטים והאחוזים שפורסמו בחדשות 14,1,הליכוד,,31,,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,המנדטים והאחוזים שפורסמו בחדשות 14,1,ישר!,,20,,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,המנדטים והאחוזים שפורסמו בחדשות 14,1,ש״ס,,10,,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,המנדטים והאחוזים שפורסמו בחדשות 14,1,ביחד,,9,,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,המנדטים והאחוזים שפורסמו בחדשות 14,1,הדמוקרטים,,8,,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,המנדטים והאחוזים שפורסמו בחדשות 14,1,עוצמה יהודית,,8,,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,המנדטים והאחוזים שפורסמו בחדשות 14,1,יהדות התורה,,8,,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,המנדטים והאחוזים שפורסמו בחדשות 14,1,הציונות הדתית–זהות,,7,,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,המנדטים והאחוזים שפורסמו בחדשות 14,1,הרשימה המשותפת,,7,,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,המנדטים והאחוזים שפורסמו בחדשות 14,1,ישראל ביתנו,,7,,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,המנדטים והאחוזים שפורסמו בחדשות 14,1,רע״ם,,5,,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,המנדטים והאחוזים שפורסמו בחדשות 14,1,עמך ישראל,,0,2.6,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,המנדטים והאחוזים שפורסמו בחדשות 14,1,המילואימניקים והכלכלית,,0,2.2,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,המנדטים והאחוזים שפורסמו בחדשות 14,1,כחול לבן,,0,0.4,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,המנדטים והאחוזים שפורסמו בחדשות 14,1,הציבור החרדי,,0,0.3,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,המנדטים והאחוזים שפורסמו בחדשות 14,1,נעם לישראל,,0,0.1,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,גוש ימין,,64,,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,גוש שמאל,,44,,,,,,
channel14-next-data-article-1706627.html,חדשות 14,2026-09-17,2026-09-17,817,False,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,מפלגות ערביות,,12,,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,המנדטים והאחוזים שפורסמו בגרפיקת חדשות 14,1,הליכוד,,30,,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,המנדטים והאחוזים שפורסמו בגרפיקת חדשות 14,1,ישר!,,21,,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,המנדטים והאחוזים שפורסמו בגרפיקת חדשות 14,1,ש״ס,,10,,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,המנדטים והאחוזים שפורסמו בגרפיקת חדשות 14,1,הדמוקרטים,,9,,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,המנדטים והאחוזים שפורסמו בגרפיקת חדשות 14,1,ביחד,,8,,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,המנדטים והאחוזים שפורסמו בגרפיקת חדשות 14,1,הציונות הדתית–זהות,,8,,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,המנדטים והאחוזים שפורסמו בגרפיקת חדשות 14,1,עוצמה יהודית,,8,,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,המנדטים והאחוזים שפורסמו בגרפיקת חדשות 14,1,יהדות התורה,,8,,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,המנדטים והאחוזים שפורסמו בגרפיקת חדשות 14,1,הרשימה המשותפת,,7,,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,המנדטים והאחוזים שפורסמו בגרפיקת חדשות 14,1,ישראל ביתנו,,6,,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,המנדטים והאחוזים שפורסמו בגרפיקת חדשות 14,1,רע״ם,,5,,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,המנדטים והאחוזים שפורסמו בגרפיקת חדשות 14,1,עמך ישראל,,0,2.3,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,המנדטים והאחוזים שפורסמו בגרפיקת חדשות 14,1,המילואימניקים והכלכלית,,0,2.1,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,המנדטים והאחוזים שפורסמו בגרפיקת חדשות 14,1,כחול לבן,,0,0.4,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,המנדטים והאחוזים שפורסמו בגרפיקת חדשות 14,1,נעם לישראל,,0,0.3,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,המנדטים והאחוזים שפורסמו בגרפיקת חדשות 14,1,הציבור החרדי,,0,0.2,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,גוש ימין,,64,,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,גוש שמאל,,44,,,,,,
channel14-next-data-2026-09-15.png,חדשות 14 — סקר חדש,2026-09-15,2026-09-15,483,False,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,מפלגות ערביות,,12,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,ישר!,,24,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,הליכוד,,20,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,ביחד,,12,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,הדמוקרטים,,8,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,עוצמה יהודית,,8,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,ישראל ביתנו,,8,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,יהדות התורה,,7,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,ש״ס,,7,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,הרשימה המשותפת,,7,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,הציונות הדתית–זהות,,6,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,רע״ם,,5,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,עמך ישראל,,4,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,המילואימניקים והכלכלית,,4,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,כחול לבן,,0,1.5,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,הציבור החרדי,,0,0.8,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,ישראל תחילה,,0,0.5,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,המנדטים שפורסמו בצילום,1,נעם לישראל,,0,0.5,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,אופוזיציה,,52,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,קואליציית נתניהו,,52,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,מפלגות ערביות,,12,,,,,,
kan11-kantar-2026-09-14.png,כאן 11 — סקר חדש,2026-09-14,,,False,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,הנדל וזליכה,,4,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,ישר!,,23,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,הליכוד,,20,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,ביחד,,13,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,הדמוקרטים,,10,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,הרשימה המשותפת,,8,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,יהדות התורה,,8,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,ישראל ביתנו,,8,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,ש״ס,,7,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,עוצמה יהודית,,6,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,הציונות הדתית–זהות,,5,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,רע״ם,,4,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,עמך ישראל,,4,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,המילואימניקים והכלכלית,,4,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,כחול לבן,,0,0.5,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,ישראל תחילה,,0,0.3,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,הציבור החרדי,,0,0.2,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,נעם לישראל,,0,0.1,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,המנדטים והאחוזים שפורסמו בצילום,1,הקהל בראשות שלמה אלבוים,,0,0.1,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,אופוזיציה,,54,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,קואליציה,,50,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,מפלגות ערביות,,12,,,,,,
n12-midgam-2026-09-14.png,חדשות 12 — סקר חדש,2026-09-14,,502,False,חלוקת הגושים במקור — נפרדת מהגדרת הגושים במודל,1,המילואימניקים והכלכלית,,4,,,,,,
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,כחול לבן,,0,,,1.3,0.0,0.0,0.0
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,ליכוד,,19,,,10.5,10.0,3.0,2.0
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,"ש""ס",,7,,,5.0,1.7,17.3,0.3
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,הציונות הדתית + זהות,,6,,,5.2,6.7,5.1,0.0
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,יהדות התורה,,8,,,5.8,13.3,45.1,0.0
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,ישראל ביתנו,,8,,,7.0,8.3,0.0,1.6
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,"רע""מ",,6,,,0.0,0.0,0.4,23.9
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,הרשימה המשותפת,,8,,,0.0,1.7,0.0,32.8
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,עוצמה יהודית,,9,,,4.7,10.0,5.1,0.0
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,הדמוקרטים,,10,,,7.5,6.7,0.0,4.3
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,ביחד,,13,,,11.5,11.7,0.0,0.7
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,ישר,,21,,,15.5,11.7,0.0,2.4
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,המילואימניקים והכלכלית,,0,,,3.5,0.0,0.0,0.3
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,עמך ישראל,,5,,,4.0,1.7,0.8,0.4
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,מפלגת הציבור החרדי,,0,,,0.8,3.3,4.6,0.0
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,מפלגת הקהל,,0,,,0.0,0.0,0.4,0.0
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,נעם,,0,,,0.0,0.0,0.0,0.0
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,צבע שחור,,0,,,0.0,0.0,0.4,0.0
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,ישראל תחילה,,0,,,0.0,0.0,0.0,0.0
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,מפלגה אחרת,,,,,0.3,0.0,1.3,0.0
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,עדיין לא החלטתי,,,,,12.3,11.7,9.7,15.0
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,פתק לבן,,,,,0.5,0.0,1.3,0.0
Survey4140.pdf,חדשות 13,2026-09-09,,1119,False,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",1,לא מתכוון להצביע,,,,,4.7,1.7,5.5,16.2
Survey4141.pdf,חדשות 12,2026-09-07,,503,False,"אתמול הצטרף חילי טרופר למפלגת ""ישר! בראשות גדי איזנקוט"" ובנוסף מפלגות ""המילואימניקים"" של יועז הנדל ו""הכלכלית החדשה"" של ירון זליכה הודיעו על התמודדות ברשימה אחת. אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?",2,ישר! עם איזנקוט בראשות גדי איזנקוט,,25,19.7,,,,,
Survey4141.pdf,חדשות 12,2026-09-07,,503,False,"אתמול הצטרף חילי טרופר למפלגת ""ישר! בראשות גדי איזנקוט"" ובנוסף מפלגות ""המילואימניקים"" של יועז הנדל ו""הכלכלית החדשה"" של ירון זליכה הודיעו על התמודדות ברשימה אחת. אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?",2,הליכוד בראשות בנימין נתניהו,,21,16.6,,,,,
Survey4141.pdf,חדשות 12,2026-09-07,,503,False,"אתמול הצטרף חילי טרופר למפלגת ""ישר! בראשות גדי איזנקוט"" ובנוסף מפלגות ""המילואימניקים"" של יועז הנדל ו""הכלכלית החדשה"" של ירון זליכה הודיעו על התמודדות ברשימה אחת. אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?",2,ביחד בראשות נפתלי בנט,,13,10.3,,,,,
Survey4141.pdf,חדשות 12,2026-09-07,,503,False,"אתמול הצטרף חילי טרופר למפלגת ""ישר! בראשות גדי איזנקוט"" ובנוסף מפלגות ""המילואימניקים"" של יועז הנדל ו""הכלכלית החדשה"" של ירון זליכה הודיעו על התמודדות ברשימה אחת. אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?",2,הדמוקרטים בראשות יאיר גולן,,11,8.7,,,,,
Survey4141.pdf,חדשות 12,2026-09-07,,503,False,"אתמול הצטרף חילי טרופר למפלגת ""ישר! בראשות גדי איזנקוט"" ובנוסף מפלגות ""המילואימניקים"" של יועז הנדל ו""הכלכלית החדשה"" של ירון זליכה הודיעו על התמודדות ברשימה אחת. אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?",2,יהדות התורה בראשות יעקב אשר,,8,6.1,,,,,
Survey4141.pdf,חדשות 12,2026-09-07,,503,False,"אתמול הצטרף חילי טרופר למפלגת ""ישר! בראשות גדי איזנקוט"" ובנוסף מפלגות ""המילואימניקים"" של יועז הנדל ו""הכלכלית החדשה"" של ירון זליכה הודיעו על התמודדות ברשימה אחת. אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?",2,ישראל ביתנו בראשות אביגדור ליברמן,,8,6.0,,,,,
Survey4141.pdf,חדשות 12,2026-09-07,,503,False,"אתמול הצטרף חילי טרופר למפלגת ""ישר! בראשות גדי איזנקוט"" ובנוסף מפלגות ""המילואימניקים"" של יועז הנדל ו""הכלכלית החדשה"" של ירון זליכה הודיעו על התמודדות ברשימה אחת. אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?",2,"הרשימה המשותפת (חד""ש, תע""ל, בל""ד) בראשות יוסף ג`בארין",,7,5.4,,,,,
Survey4141.pdf,חדשות 12,2026-09-07,,503,False,"אתמול הצטרף חילי טרופר למפלגת ""ישר! בראשות גדי איזנקוט"" ובנוסף מפלגות ""המילואימניקים"" של יועז הנדל ו""הכלכלית החדשה"" של ירון זליכה הודיעו על התמודדות ברשימה אחת. אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?",2,"ש""ס בראשות אריה דרעי",,7,5.3,,,,,
Survey4141.pdf,חדשות 12,2026-09-07,,503,False,"אתמול הצטרף חילי טרופר למפלגת ""ישר! בראשות גדי איזנקוט"" ובנוסף מפלגות ""המילואימניקים"" של יועז הנדל ו""הכלכלית החדשה"" של ירון זליכה הודיעו על התמודדות ברשימה אחת. אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?",2,הציונות הדתית – זהות בראשות בצלאל סמוטריץ` ומשה פייגלין,,6,4.7,,,,,
Survey4141.pdf,חדשות 12,2026-09-07,,503,False,"אתמול הצטרף חילי טרופר למפלגת ""ישר! בראשות גדי איזנקוט"" ובנוסף מפלגות ""המילואימניקים"" של יועז הנדל ו""הכלכלית החדשה"" של ירון זליכה הודיעו על התמודדות ברשימה אחת. אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?",2,עוצמה יהודית בראשות איתמר בן גביר,,6,4.7,,,,,
Survey4141.pdf,חדשות 12,2026-09-07,,503,False,"אתמול הצטרף חילי טרופר למפלגת ""ישר! בראשות גדי איזנקוט"" ובנוסף מפלגות ""המילואימניקים"" של יועז הנדל ו""הכלכלית החדשה"" של ירון זליכה הודיעו על התמודדות ברשימה אחת. אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?",2,עמך ישראל בראשות עופר וינטר,,4,3.4,,,,,
